userName,score,content,at
CarX Obaid,5,best game ever😘,2025-03-24 17:33:38
Aly Aly,5,perfect,2025-03-24 17:33:32
Sina Babajanzadeh,5,best game in the world,2025-03-24 17:33:21
Abdulrehman Shahid,5,best game made my childhood i really like the ultimate royal mode in this game setting sensitivity is a little hard work to do but all the way this is the best game in gaming history love you tencent and krafton,2025-03-24 17:33:18
Zahida tariq,5,Nice game,2025-03-24 17:33:15
محمد فالح,5,العبه بتعلق,2025-03-24 17:33:13
Jay Andrix,5,best game for shooting no debate y'all should try this game I've been playing for 2 yrs,2025-03-24 17:33:12
mohammed saadalla-hassan,5,very good,2025-03-24 17:32:59
Reynel Darilag,5,hand's up,2025-03-24 17:32:51
Khiven john Baqueril,5,excellent 👌,2025-03-24 17:32:45
Murtaza Abbasi,5,good game,2025-03-24 17:32:35
John Paul,5,nice,2025-03-24 17:32:30
Buwaneka Vishwa,5,I love this game,2025-03-24 17:32:16
Robel Amanuel,2,I like to play in pubg mobile games but it's very expensive to get skin,2025-03-24 17:32:04
Niño Malana,5,This is the supreme online game for me! thanks PUBG!👍,2025-03-24 17:31:20
Chatgaiya Swag,5,Good,2025-03-24 17:30:59
chance real,5,a phenomenal shooter game. gather a team and crush your enemies on the battlefield.,2025-03-24 17:30:59
James Chez,5,I love PUBG so much,2025-03-24 17:30:40
Mahmoud Gonny,5,احلي لعبه غي للعالم♥,2025-03-24 17:30:33
ryan Millan,5,best game ever try bring moa male clothing,2025-03-24 17:30:30
Megat,5,This game is good but the gamepass so expensive hope they make it cheaper,2025-03-24 17:29:56
Aziz Khan,5,best time spending things in my life. And I am pro. in this game,2025-03-24 17:29:56
Diwash Majhi,3,gun or another item duplicat can send to friend add pubg in new update ok,2025-03-24 17:29:39
Abdullaha Bahar,5,best game ever,2025-03-24 17:29:34
Thoriso Kekana,5,"Best game ever, 10 outta 10",2025-03-24 17:28:32
Faisal Hashmi,5,amazing,2025-03-24 17:28:29
Harlee Austria (Hatabe),5,it's almost 4½ years when I start to play. and I start playing others people in different country.,2025-03-24 17:28:28
Rob rowie Marasigan,5,love this game,2025-03-24 17:28:25
Samsoor BaBa,5,Love you,2025-03-24 17:28:02
Carry Memes,5,the game is so good but some glitches they should fix and the problem of ms other then adding some suits so thanks and please add some mythic suits and helmets and akm to mythic forge,2025-03-24 17:27:56
Aloisio Kolo,5,i like it alot it was expected my for relax after work...,2025-03-24 17:27:39
Aliffirdaus,4,"I don't no why I can stop playing 😭, you guys can try this game and to play this game You need a lot of practice to become a pro player.👍😅",2025-03-24 17:27:31
Ahmedusman Mir,5,💕,2025-03-24 17:27:16
Benjamin Kabusia,5,Nice game,2025-03-24 17:27:10
Saifamr Abdalnaim,5,very very good battle royal game,2025-03-24 17:26:51
Muhammad Hassan,5,love this game,2025-03-24 17:26:44
Abrar Ahmed,5,i played this game 3years nice game,2025-03-24 17:26:42
black wolf,5,howe u put the real soud of gun but really its wonderfull game we love u pupg,2025-03-24 17:26:32
m muhammed,5,Why no update about 120 fps frame rate for iqoo Neo 7pro.,2025-03-24 17:25:51
Ahmed Emad,5,good roleplaying game No1,2025-03-24 17:25:14
Mohammad JAKIR,5,good,2025-03-24 17:25:06
Azzaam Fawwaz,5,"i like this game, nothing more",2025-03-24 17:25:04
Wahid Jan,1,Nice 👍,2025-03-24 17:25:03
Rizwan Jani,5,that is so good game 😚😚😚,2025-03-24 17:25:00
decent boy,5,good game very interesting,2025-03-24 17:24:46
Zaryab Saleem,5,I just love it more than my GF 😉,2025-03-24 17:24:44
Saeed Baloch,5,🥰,2025-03-24 17:24:42
Omar Ahmed,3,❤️❤️,2025-03-24 17:24:11
Jasim Jutt,5,good 👍👍👍👍,2025-03-24 17:24:10
Ellen,5,fantastic game one of the best out there .,2025-03-24 17:24:08
Iman Arab,5,my love🥰,2025-03-24 17:23:58
Rustam Ali,5,Good game PUBG mobile,2025-03-24 17:23:24
Mohan Tamang,5,time pass out side(no) playing pubg best time pass and fun game ever,2025-03-24 17:23:13
Newton Muthoni,5,Beautiful,2025-03-24 17:23:02
jet allen lee j taclap,5,nice game.,2025-03-24 17:22:58
fleuris crack,5,Good 😊,2025-03-24 17:22:48
Xt Khan,5,it's a very real and make people fun it Is a very very real game it make tension free download and play,2025-03-24 17:22:45
purevbat purevbat,5,good game but skins very expensive,2025-03-24 17:22:38
Adnan Ali,5,Alone but happy 😊,2025-03-24 17:22:28
Altaf Hussain,5,"If you're want to play a realistic game,so you can try PUBG.",2025-03-24 17:22:20
Sandip Magar,5,love it 😺,2025-03-24 17:21:54
Mahmood Falcon,5,been playing since 2018,2025-03-24 17:21:38
العاب مهكره hacked games,1,افتحو الباند,2025-03-24 17:21:29
Faizan Ikram,5,this is best game for you try 👍,2025-03-24 17:21:27
Aamir Malik,5,best game ever,2025-03-24 17:21:21
Pathanshanijann Pathanshanijann,5,pubg is the best game in the world,2025-03-24 17:21:18
Adebayo Noah,2,"Its so lagging pls fix it,but a nice game but fix the lagging",2025-03-24 17:21:04
Sami Khan,5,i am a low device gamer but my gameplay is quite good so I enjoy every match ..,2025-03-24 17:21:02
Suraj Dangaura,4,best game for me,2025-03-24 17:20:51
Danish Alii,5,very good to much love,2025-03-24 17:20:49
Anam Sa,5,I Love pubg,2025-03-24 17:20:46
Toaree Rakinnang,5,OK I BEEN PLAYING THIS GAME IT'S GREAT 👍🏿. I BEEN PLAYING WITH FRIENDS ON OUR COUNTRY AND OTHER COUNTRIES OR AROUND THE PHONE APP. 🤣 GOOD JOB'S ⛏️📡🚀 ⚧️🔑 AND GREAT APP 📡🌐🗝️🔓📳,2025-03-24 17:20:40
nima kazemkhanloo,5,very good,2025-03-24 17:20:38
ramBURAWT GAMING,5,its nice to be back,2025-03-24 17:20:15
Fazal Mazlom,5,I love Pubg,2025-03-24 17:19:56
moaad,5,🤩🤩,2025-03-24 17:19:55
Muhammad Jahanzaib,5,"It's a good app for gaming , i love pubg",2025-03-24 17:19:55
Mubashir Alli,5,this game was so nice,2025-03-24 17:19:36
Not Abid,5,in My opinion this is the best game ever,2025-03-24 17:19:32
Mr Wiz Zee,5,that is the best game in the world and you should give a lot of giveaways and free items that is up gun.,2025-03-24 17:19:27
Star Gyro,5,"This is one of the best online gaming ever i played more than 10 game but pubg is the best one 👌 the only problem is the i spin for to long but they didn't give me m416 glacier,",2025-03-24 17:19:05
Adeesha Prabhashwara,4,Good game,2025-03-24 17:19:04
H r i d o y ツ,5,Every upgrade new experience 😀 But Miss my old friend 🥹,2025-03-24 17:18:59
Muhammad Awais,5,love you pubg,2025-03-24 17:18:40
Sajjad Bawa,5,Yas I like pubg game,2025-03-24 17:18:28
Jose Marte Lastimoso,2,only 2 star no glacier 😒,2025-03-24 17:18:10
BOB Anderson,5,It's a great game,2025-03-24 17:17:52
Colin Andrews,5,"So enjoyable and always a different level of competitors. love it, and I have been playing for over 6 years.",2025-03-24 17:17:49
ayan khan,5,Best game ever 🫀👑,2025-03-24 17:17:37
Np Gaming,5,Now a day's there are to many bots in every map.plz fix it as soon as possible,2025-03-24 17:17:03
Zahir Heneke,5,PUBG MOBILE help me overcome my anxiety and depression its a very Good Game i play it every single day♡♡♡♡♡THANK YOU FOR THIS GAME.,2025-03-24 17:17:00
Bilal khan Khan,5,I love This Game,2025-03-24 17:16:42
Hlokomelang Mothabeng,5,best game ever🔥🔥🤞🏾,2025-03-24 17:16:38
Subhan Siddque,5,very good but please fps fix,2025-03-24 17:16:28
ببجي موبايل,5,لعبه حلو,2025-03-24 17:16:25
ali agha,2,I dont have m416 glacier skin if you gave me then thanks you so much,2025-03-24 17:16:10
Marvin Laranio,5,nice,2025-03-24 17:16:06
Business Life,5,best game,2025-03-24 17:15:43
Mohammad Bnd,1,nice,2025-03-24 17:15:25
Karim Soliman,5,nice game,2025-03-24 17:14:42
Razin Mahmud,5,Best game in the world 🌍,2025-03-24 17:14:34
Saifullah Sangin,2,brooo I bought 5k UC and I didn't get any I spent a lot of money but I didn't receive the amount that I need to get soo I'm mad but the game is good.,2025-03-24 17:14:29
Habib Faqiri,5,the best game,2025-03-24 17:14:18
Amir khan,5,nic game,2025-03-24 17:14:08
MD MOBEEN,5,good,2025-03-24 17:14:07
Mulay Legese Gebru,5,it's the more strategic and wonderful game I ever seen,2025-03-24 17:14:03
Ali Qureshi,5,outstanding,2025-03-24 17:14:02
darius swart,4,"The updates are to much and takes to many space but it is an amazing game,just some bugs to fix,like when you have to reconect to the game and then your peek buttons are missing",2025-03-24 17:13:55
Kersley Pompeia,5,nice,2025-03-24 17:13:39
Om Doctor,5,its a good game,2025-03-24 17:13:27
ARYA,5,بهترین گرافیک اصلا عالی #خلیج_فارس,2025-03-24 17:13:17
Dave Kaposha,5,I couldn't expect more.,2025-03-24 17:13:14
Muhammad Ayaz,4,excellent,2025-03-24 17:13:04
Joseph Kati,5,I enjoy playing PUBG and I love this game,2025-03-24 17:12:56
King Zaidi,5,I love it this Game,2025-03-24 17:12:23
Stanley Karani,5,"The best game have played Soo far,,,has great graphics and smooth game play,, quite advisable for anyone 💯 social platform have gotten many friends though the game",2025-03-24 17:12:06
Suren,5,Excellent,2025-03-24 17:12:03
Dion,5,Great!,2025-03-24 17:12:02
Kirales,5,Super enjoyable game almost no toxicity players.,2025-03-24 17:11:52
Marianne Manzano Astraquillo,5,great game,2025-03-24 17:11:39
Abdullah SRACO,1,good,2025-03-24 17:11:07
Gar Shon,5,this is so good 👍,2025-03-24 17:10:56
Mostafa Sultani,5,The best,2025-03-24 17:10:47
Ahmad Mehar,5,good 👍,2025-03-24 17:10:40
Maaz Ali,1,best game ever I play,2025-03-24 17:10:31
Sajad Ozbek,5,very great,2025-03-24 17:10:10
Maxamed Cabdulqaadir,5,best game posh of the world really,2025-03-24 17:09:39
BUTCHER SLYCER,5,"this game is beyond exceptional,you should just have yourself a proper phone with 8G RAM",2025-03-24 17:09:31
Tipu Contract,5,it's awesome,2025-03-24 17:09:07
مهدی نیسی,5,🤍🤍😉🤍🤍,2025-03-24 17:08:49
Muhammad Whitehacker,5,nice game,2025-03-24 17:08:39
it's々BILAL (KHAN),5,Nice game I love pubg mobile please Reduce UC rate,2025-03-24 17:08:34
Mouin Khan,5,very good,2025-03-24 17:08:30
Fabi Alem,5,best game ever,2025-03-24 17:08:04
raine rain,5,nice game smooth like butter,2025-03-24 17:08:03
Ahsaan Hussain,3,sometimes auto download is off still auto recourses downloading in background that's not good because lower device people can't play with this please fix auto downloading resources,2025-03-24 17:07:41
Saqib Abbas,5,this game is like a partner for me ❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹,2025-03-24 17:07:38
Malik Asmat,5,I love Pubg,2025-03-24 17:07:35
Faris Hafiy,5,this game changed my view of life in so many ways and I love it,2025-03-24 17:07:27
Irfan Mirani,5,he is a world number one🥇 game,2025-03-24 17:07:06
Bhawesh Kumar,5,very nice game,2025-03-24 17:06:51
Kashi Jutt,5,I m enjoying,2025-03-24 17:06:50
aj Pajela,5,Very good,2025-03-24 17:06:29
Zee Shah,5,this game is owsome like war story i reslly like it...thanks karfton,2025-03-24 17:05:23
Sajjad Ali,5,Super game I like it,2025-03-24 17:04:24
jamil ahmed,5,i like PUBG 😎,2025-03-24 17:03:24
Jaafar Rajab,5,إن اللعبة جداً جداً جداً جداً جداً جداً رائعة لاكن هناك شيء مزعج في اللعبة كل متنزلون تحديث يجب النحدثه من داخل اللعبة هل يمكنكم تغير شيء في اللعبة هو بأن كل تحديث يمكن أن نحدث من جوجل بلي و لا داعي أن يمكننا التحديث من داخل اللعبة,2025-03-24 17:02:47
Hamza Bhi,5,this is father of Free fire,2025-03-24 16:58:21
Casap 265,5,it's Clean,2025-03-24 16:56:13
Labibur Rahman,5,l love this game ❤️❤️,2025-03-24 16:56:12
paolo publico,3,"the recent update made my phone lag, it even heats up drastically, i cant play it right now",2025-03-24 16:54:26
Gvg Bb,5,very good,2025-03-24 16:53:45
Jabar Bajwa,5,I love this game because it is emotional game,2025-03-24 16:52:16
Kashif,5,nice game,2025-03-24 16:52:00
Kyaw Kyaw,5,GOOD,2025-03-24 16:51:03
Michael John Lapeceros,5,This is a good game because it's fun to play.,2025-03-24 16:50:08
Shan Ali,5,nice game,2025-03-24 16:49:30
PM PM,5,good but I have my account pubg ban it I was not a scammer,2025-03-24 16:47:11
Sizwe Masoabi,5,high in quality,2025-03-24 16:46:59
Tayyab Ismail,5,pubg is not boring like free fire and much realistic than free fire,2025-03-24 16:45:14
Emaan Pari,5,This game is very good update All update is very good. pubg mobile is very good game app,2025-03-24 16:44:52
Burti Mo,5,the best mobile game ever,2025-03-24 16:40:29
Doudou Abdo,2,Not good,2025-03-24 16:34:12
Munawar Baloch,5,This game is best infinite tdm room,2025-03-24 16:32:37
Sajid Bhatti,5,awesome game,2025-03-24 16:29:30
adham mohamed,5,راااائع,2025-03-24 16:28:52
Hassan sajjad,5,I love 💕 💕 💕 💕 you pubg 😍😍😍😍😲😈😎💯,2025-03-24 16:24:01
Syed luqman,1,pubg give me nothing only waste my money,2025-03-24 16:22:54
matthew davids,5,very good game,2025-03-24 16:19:07
Natali Banyu,3,seru tapi onta nya monyet,2025-03-24 16:15:59
Khan Zada,5,pubg is world best online game,2025-03-24 16:15:44
Mark kevin Gementiza,1,7 yrs of playing. and still don't have m4 glacier:( its not fair.,2025-03-24 16:12:31
Ichro,4,very nice game 🗿,2025-03-24 16:11:23
Joseph Muchika,5,phenomenal game,2025-03-24 16:10:30
John lorenze Caspillo,1,the game have no movement like CODM you can do merciline,2025-03-24 16:05:22
Money king King,5,I love pubg mobile,2025-03-24 16:04:40
Waheed Alee,3,❤️,2025-03-24 16:03:03
Ahsan Raza,5,nice 👍,2025-03-24 16:02:14
Jenber Cerbas,4,nice game,2025-03-24 16:01:01
Tanvir Mahfuz Aditya,5,What should I describe..? This is the greatest game of all time I think.. and this game is always no. 1 to me..❤️ I love it very much. This is my nostalgia..Love you all❤️,2025-03-24 15:59:35
attaullah afridi,5,I love it,2025-03-24 15:56:54
Jhomari Montecino,1,1 star because even i have stable internet i'm still lagging and always crashing and so many cheater and all your respond is not helpful for other players you just give penalties to all cheater not ban. why is because you scared to lose money? now i know cheater helps you to earn money.,2025-03-24 15:56:53
Omid Delery,5,nice 👌😈☠️💀,2025-03-24 15:52:21
M S P T.V,5,nice,2025-03-24 15:50:30
Angel Grey,4,This game plays smooth no lag and has all the fun especially if played with a girl lol,2025-03-24 15:49:27
Saad Saleem,5,This application is not so cool but i can say that is below average,2025-03-24 15:48:50
Mr Widdi,1,please PUBG slove my problem 1 week hogya ha I can't login my PUBG again and again but can't login my account please help me.. can i uninstall.,2025-03-24 15:42:22
Akhtar Ali,5,hello pubg,2025-03-24 15:39:44
Malik Ayan,5,so good game ever,2025-03-24 15:38:27
Waqaskhan Veckey,5,Good games,2025-03-24 15:36:12
Anonymous Reacts,5,"its a very good game , im playng this game for 2 years",2025-03-24 15:35:53
Muneeb iqbal,5,it is very nice game,2025-03-24 15:34:25
Mohmammad Karamoozian,5,veryyyyy good,2025-03-24 15:31:17
nura inuae,1,Are you gaduh with Celcom.. Sbb semua boleh bukak kecuali PUBG.. Kalau gaduh berbaik lah erk...,2025-03-24 15:29:01
McJulius Eke,5,beautiful ❤️,2025-03-24 15:27:25
mukesh sejwani,5,very good,2025-03-24 15:27:20
Rabia Khan,5,good game,2025-03-24 15:26:08
Umar Tor,5,good luck,2025-03-24 15:25:25
Jovan Ojeda,1,UGLY UPDATE BECAUSE IF TIME OPEN MY PUBG THE GAME BACK IN TO THE HOME PAGE OF MY PHONE,2025-03-24 15:25:22
Shahiezy Zaquan Shahiezy Zaquan,5,Best,2025-03-24 15:24:40
Bali Malik,5,nic game,2025-03-24 15:21:35
Rehan Munir,5,very nice game I played to 2018 thnks..,2025-03-24 15:18:18
mahfuzur rahman,5,Good Game,2025-03-24 15:18:10
Yxix Hii,3,ok pro kopfn,2025-03-24 15:17:51
M Ashan,5,I want one ultimate this support me for content 🙏 and pubg is a.best game for ever,2025-03-24 15:16:54
Arif Firman syah,1,"paks nya jngan update trus npa, susah ini nyarinya",2025-03-24 15:16:10
Technology World,5,احسن لعبه في العالم والله,2025-03-24 15:14:18
Rabelani Mphephu,5,"Highly recommendable combat game, been playing since 2020 and I've never regretted download it. super fun 😁",2025-03-24 15:12:01
تيك 1,5,The Best game in the world,2025-03-24 15:09:05
Manoj Shah,5,best game in the world,2025-03-24 15:07:15
Rashedul Islam,5,nice game,2025-03-24 15:05:55
Lame Tech,3,"Hard to get a game on solo. Most game modes take forever to match, if at all. Forget about getting a FPP match , only TPP players here, so kind of lame.",2025-03-24 15:04:30
Samir Popal,4,it's really a good game I played for 3 years and I never see an ad in app. I would really be happy to remove bots from classic mod,2025-03-24 15:03:30
Vc Kanxe,5,love you,2025-03-24 15:02:16
Asma Akter,5,It's.my favourite game i like most❤️❤️,2025-03-24 15:01:06
Fidasaith Saith,5,good working but graphic is very low,2025-03-24 14:59:50
Rafi Rahemi,3,Great game,2025-03-24 14:59:41
Mohammed Memo,5,"PUBG is one of the most beautiful games I've played. I've played it for 7 years, we really enjoyed it. I hope they get back memories of the first sisons.",2025-03-24 14:57:27
Owen Gakomo,5,best,2025-03-24 14:56:14
Shoaib Zahid,5,Pubg is PUBG..........🫥🤯🫥,2025-03-24 14:54:59
thu ya,4,nice,2025-03-24 14:49:47
Imtyaz Khan,1,3.7 update bad update off the pubg,2025-03-24 14:49:18
Samuel Angelo L Salas,1,always have an update so annoying. just released the skins without any updates,2025-03-24 14:48:14
Aliff Harith Aliff,5,nice graphic and fun to play with friend,2025-03-24 14:48:07
Christian Credito,1,puro ka update kawawa sayo load namin,2025-03-24 14:47:53
kelam mohamed,5,ممتاز,2025-03-24 14:44:33
ياسين رضوان,5,بجد من غير هزار دي اجمل لعبه انا لعبتها بعيدا ان فيها بعض المشاكل محتاجه تتعدل و لاكن هي لعبه بقالي معاها 7 سنين وشكرا جدا ليكي يا ببجي موبيل علي كل الذكريات الحلوه دي ♥️,2025-03-24 14:42:24
